Id,MSSubClass,MSZoning,LotFrontage,LotArea,Utilities,Neighborhood,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,Foundation,BsmtExposure,Electrical,BsmtFullBath,BsmtHalfBath,BedroomAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageCars,GarageArea,PavedDrive,PoolArea,Fence,YrSold,SalePrice
120,90,RM,68.0,7685,AllPub,OldTown,Norm,Duplex,2Story,5,1952,1952,Hip,CBlock,No,SBrkr,0.0,0.0,4,TA,Typ,0,Detchd,2.0,427.0,N,0,,2009,124639.69000528379
121,80,RL,63.0,10869,AllPub,CollgCr,Norm,1Fam,SLvl,5,1976,1976,Gable,CBlock,Av,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,603.0,Y,0,,2006,132562.55185748485
122,20,RL,,9089,AllPub,Sawyer,Norm,1Fam,1Story,5,1959,1959,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,0,,0.0,27.0,Y,0,,2008,80368.6397940087
123,70,RM,43.0,4660,AllPub,OldTown,Norm,1Fam,2Story,5,1910,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,507.0,Y,0,,2007,111995.22842394412
124,60,RL,,9989,AllPub,NWAmes,Norm,1Fam,2Story,7,1968,1968,Gable,CBlock,No,SBrkr,0.0,0.0,4,TA,Typ,1,Attchd,2.0,513.0,Y,0,GdPrv,2008,176194.56766907437
125,20,RL,80.0,11935,AllPub,NridgHt,Norm,1Fam,1Story,9,2003,2004,Hip,PConc,Gd,SBrkr,1.0,0.0,2,Ex,Typ,1,Attchd,3.0,901.0,Y,0,,2006,374245.2030869522
126,20,RL,88.0,9849,AllPub,NAmes,Norm,1Fam,1Story,6,1963,1984,Hip,CBlock,Gd,SBrkr,1.0,0.0,2,TA,Min1,1,Attchd,2.0,467.0,Y,0,,2010,184215.2171368964
127,20,RL,86.0,10424,AllPub,Sawyer,Norm,1Fam,1Story,5,1968,1993,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Min1,1,Attchd,2.0,467.0,Y,0,MnPrv,2006,180023.1657900994
128,20,RL,,9289,AllPub,CollgCr,Norm,1Fam,1Story,5,1975,1980,Hip,CBlock,Av,SBrkr,1.0,0.0,3,TA,Typ,0,Detchd,1.0,335.0,Y,0,MnPrv,2008,130256.83603184605
129,90,RL,102.0,9489,AllPub,Mitchel,Norm,Duplex,2Story,6,1971,1971,Mansard,CBlock,Av,SBrkr,0.0,0.0,4,TA,Typ,0,,0.0,27.0,Y,0,,2010,139000.0492616053
130,20,RL,86.0,11734,AllPub,CollgCr,Norm,1Fam,1Story,8,2005,2006,Hip,PConc,Gd,SBrkr,1.0,0.0,2,Ex,Typ,0,Attchd,3.0,781.0,Y,0,,2006,286107.13190871134
131,120,RM,40.0,4589,AllPub,Mitchel,Norm,TwnhsE,1Story,6,1998,1998,Hip,PConc,No,SBrkr,1.0,0.0,2,TA,Typ,0,Attchd,2.0,439.0,Y,0,,2009,162054.5902843101
132,60,RL,85.0,9295,AllPub,SawyerW,Norm,1Fam,2Story,6,1985,1985,Gable,CBlock,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,503.0,Y,0,,2010,178265.44066228849
133,20,RL,83.0,8189,AllPub,Sawyer,Norm,1Fam,1Story,5,1961,2007,Gable,CBlock,No,SBrkr,1.0,0.0,3,Gd,Typ,1,Detchd,1.0,447.0,Y,0,,2008,130338.53559703493
134,20,RL,,9337,AllPub,Gilbert,Norm,1Fam,1Story,6,1992,1992,Gable,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,2.0,427.0,Y,0,,2009,173015.51017892457
135,20,RL,98.0,5489,AllPub,OldTown,Norm,1Fam,1Story,5,1954,2000,Gable,CBlock,No,SBrkr,0.0,0.0,2,Gd,Typ,0,Detchd,1.0,353.0,Y,0,MnPrv,2006,117020.08559581594
136,30,RM,58.0,5873,AllPub,OldTown,Norm,1Fam,1Story,5,1938,1996,Gable,BrkTil,No,FuseA,0.0,0.0,2,TA,Typ,0,Attchd,1.0,300.0,Y,0,,2009,91497.35102656254
137,20,RL,,6807,AllPub,Timber,Norm,1Fam,1Story,8,2001,2001,Gable,PConc,Mn,SBrkr,0.0,0.0,2,Gd,Typ,0,Attchd,2.0,498.0,Y,0,,2007,198093.5724153064
138,50,RL,92.0,10253,AllPub,SWISU,Norm,1Fam,1.5Fin,5,1939,1950,Gable,CBlock,Av,SBrkr,0.0,0.0,3,TA,Typ,2,Detchd,1.0,267.0,Y,0,,2006,135603.2490627539
139,20,RL,81.0,7189,AllPub,NAmes,Norm,1Fam,1Story,5,1957,1957,Gable,CBlock,No,FuseA,1.0,0.0,2,TA,Typ,0,Detchd,1.0,335.0,Y,0,,2006,129921.93714612459
140,60,RL,88.0,9917,AllPub,SawyerW,Norm,1Fam,2Story,8,1995,1995,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,493.0,Y,0,,2009,239570.6347210001
141,60,RL,93.0,11164,AllPub,NAmes,Norm,1Fam,2Story,6,1969,1969,Gable,CBlock,Mn,SBrkr,0.0,0.0,4,TA,Typ,2,Attchd,2.0,603.0,Y,0,,2008,207189.267855834
142,20,RL,78.0,7404,AllPub,NAmes,Norm,1Fam,1Story,5,1958,1958,Hip,CBlock,No,SBrkr,0.0,1.0,3,TA,Typ,1,Attchd,1.0,365.0,Y,0,,2007,143017.38085041184
143,60,RL,73.0,8289,AllPub,CollgCr,Norm,1Fam,2Story,7,2003,2004,Gable,PConc,No,SBrkr,0.0,0.0,4,Gd,Typ,1,BuiltIn,2.0,461.0,Y,0,,2007,219546.52052352636
144,20,RL,87.0,11538,AllPub,Timber,Norm,1Fam,1Story,8,2007,2007,Gable,PConc,Av,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,2.0,547.0,Y,0,,2008,252232.4452030316
145,50,RL,65.0,8139,AllPub,Edwards,Norm,1Fam,1.5Fin,5,1947,1993,Gable,Slab,,SBrkr,0.0,0.0,4,TA,Min1,0,,0.0,27.0,Y,0,,2008,103446.9667108099
146,120,RM,45.0,4524,AllPub,CollgCr,Norm,TwnhsE,1Story,6,2004,2004,Gable,PConc,Mn,SBrkr,1.0,0.0,1,Gd,Typ,1,Attchd,2.0,447.0,Y,0,,2006,156037.65273647165
147,70,RM,76.0,10017,AllPub,OldTown,Norm,1Fam,2Story,7,1915,1994,Gable,BrkTil,No,SBrkr,0.0,0.0,3,TA,Min2,0,Detchd,1.0,243.0,N,0,,2009,144567.4940036616
148,80,RL,83.0,13949,AllPub,NAmes,Norm,1Fam,SLvl,8,1972,1995,Gable,CBlock,Gd,SBrkr,1.0,0.0,4,Ex,Typ,3,Attchd,2.0,565.0,Y,0,MnPrv,2009,345028.4978767955
149,60,RL,,7774,AllPub,Gilbert,Norm,1Fam,2Story,6,1993,1994,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,447.0,Y,0,,2006,165655.12205275224
150,60,FV,76.0,7468,AllPub,Somerst,Norm,1Fam,2Story,8,2000,2000,Gable,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,2.0,619.0,Y,0,,2010,242877.0936771733
151,20,RL,,14446,AllPub,NAmes,Norm,1Fam,1Story,5,1961,1961,Hip,CBlock,No,SBrkr,1.0,0.0,2,TA,Typ,1,Attchd,2.0,467.0,Y,0,,2007,146425.62973508696
152,20,RL,75.0,8457,AllPub,Timber,Norm,1Fam,1Story,7,2006,2007,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,460.0,Y,0,,2007,206040.36264555505
153,60,RL,88.0,10569,AllPub,NWAmes,Norm,1Fam,2Story,7,1976,1976,Hip,CBlock,No,SBrkr,0.0,0.0,4,TA,Typ,1,Attchd,2.0,510.0,Y,0,,2008,205142.3325539029
154,85,RL,,10553,AllPub,NWAmes,Norm,1Fam,SFoyer,6,1980,1980,Gable,CBlock,Av,SBrkr,1.0,0.0,2,TA,Typ,1,Attchd,2.0,609.0,Y,0,,2006,156879.76239137305
155,20,RL,87.0,7890,AllPub,Crawfor,Norm,1Fam,1Story,6,1951,1951,Hip,PConc,No,FuseA,0.0,1.0,2,TA,Typ,1,Attchd,1.0,371.0,Y,0,MnPrv,2008,142788.02109295965
156,20,RL,,21089,AllPub,Crawfor,Norm,1Fam,1Story,6,1953,1953,Hip,CBlock,Mn,SBrkr,1.0,0.0,3,Gd,Typ,2,Basment,2.0,477.0,Y,0,MnPrv,2007,217013.63619942885
157,20,RL,110.0,11749,AllPub,Gilbert,Norm,1Fam,1Story,6,2006,2006,Gable,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,454.0,Y,0,,2006,181586.29608184934
158,20,RL,79.0,8629,AllPub,NAmes,Norm,1Fam,1Story,5,1956,2003,Gable,CBlock,No,SBrkr,1.0,0.0,3,Gd,Typ,0,Detchd,1.0,279.0,Y,0,,2007,131426.7789075492
159,75,RM,68.0,6089,AllPub,OldTown,Norm,1Fam,2.5Unf,6,1915,2005,Gable,BrkTil,No,SBrkr,0.0,0.0,4,Gd,Typ,0,Detchd,1.0,335.0,N,0,,2008,126636.64975899698
160,160,RM,29.0,1769,AllPub,BrDale,Norm,Twnhs,2Story,6,1972,1972,Gable,CBlock,No,SBrkr,1.0,0.0,2,TA,Typ,0,Detchd,1.0,315.0,Y,0,,2009,98575.08028052918
161,20,RL,71.0,8576,AllPub,CollgCr,Norm,1Fam,1Story,7,2004,2004,Gable,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,597.0,Y,0,,2009,190040.5776515008
162,50,RM,59.0,6209,AllPub,BrkSide,Norm,1Fam,1.5Fin,5,1930,1984,Gable,BrkTil,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Detchd,1.0,207.0,Y,0,,2006,121859.29737800341
163,80,RL,96.0,8560,AllPub,Sawyer,Norm,1Fam,SLvl,6,1977,1995,Gable,CBlock,Av,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,2.0,519.0,Y,0,GdWo,2006,151002.42595197746
164,20,RL,82.0,8936,AllPub,Somerst,Norm,1Fam,1Story,8,2005,2005,Gable,PConc,Av,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,2.0,511.0,Y,0,,2007,247933.02401405314
165,50,RM,65.0,9273,AllPub,OldTown,Norm,1Fam,1.5Fin,5,1948,2005,Gable,BrkTil,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,427.0,Y,0,,2008,123020.83878886816
166,90,RM,65.0,10396,AllPub,OldTown,Norm,Duplex,2Story,6,1910,1950,Gable,CBlock,Mn,FuseA,1.0,0.0,4,TA,Typ,0,Detchd,2.0,351.0,N,0,,2009,134678.47594027227
167,60,RL,103.0,12439,AllPub,NridgHt,Norm,1Fam,2Story,9,2009,2009,Gable,PConc,No,SBrkr,1.0,0.0,3,Ex,Typ,1,Attchd,3.0,891.0,Y,0,,2009,397183.71000705706
168,120,RL,38.0,9638,AllPub,Veenker,Norm,TwnhsE,1Story,8,1995,1996,Hip,PConc,Av,SBrkr,1.0,0.0,2,Ex,Typ,1,Attchd,2.0,508.0,Y,0,,2006,270143.32624406385
169,20,RL,106.0,11567,AllPub,NridgHt,Norm,1Fam,1Story,8,2007,2008,Gable,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,3.0,799.0,Y,0,,2010,306248.26266586385
170,20,RL,56.0,17132,AllPub,NWAmes,Norm,1Fam,1Story,6,1979,1998,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,462.0,Y,0,,2009,181001.02873850457
171,50,RL,58.0,8494,AllPub,Edwards,Norm,1Fam,1.5Fin,4,1945,1950,Gable,Slab,,FuseF,0.0,0.0,4,TA,Mod,0,Detchd,1.0,267.0,N,0,,2009,98171.516883185
172,50,RL,90.0,14324,AllPub,SawyerW,Norm,1Fam,1.5Fin,6,1900,1993,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,2.0,511.0,N,0,,2010,138862.1315519165
173,50,RM,68.0,10409,AllPub,IDOTRR,Norm,1Fam,1.5Fin,4,1910,1950,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,,0,Detchd,1.0,291.0,N,0,,2007,58331.14020855026
174,60,RL,,8152,AllPub,Gilbert,Norm,1Fam,2Story,6,2000,2000,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,490.0,Y,0,,2007,181136.01381797777
175,60,RL,71.0,12381,AllPub,StoneBr,Norm,1Fam,2Story,9,2006,2006,Hip,PConc,Gd,SBrkr,0.0,0.0,4,Gd,Typ,1,BuiltIn,3.0,702.0,Y,0,,2006,360320.2320078699
176,190,RL,203.0,41689,AllPub,Gilbert,Norm,2fmCon,1Story,5,1969,1990,Gable,CBlock,Gd,SBrkr,1.0,0.0,3,TA,Mod,0,2Types,3.0,855.0,N,0,,2007,158972.8829571079
177,20,RM,57.0,8324,AllPub,OldTown,RRNn,1Fam,1Story,5,1955,1995,Gable,CBlock,No,SBrkr,1.0,0.0,2,TA,Typ,0,Detchd,2.0,747.0,Y,0,MnPrv,2008,125188.81156564753
178,60,RL,104.0,13351,AllPub,NridgHt,Norm,1Fam,2Story,8,2003,2004,Gable,PConc,No,SBrkr,0.0,0.0,4,Gd,Typ,1,BuiltIn,3.0,757.0,Y,0,,2009,306331.52146105195
179,60,RL,78.0,8551,AllPub,SawyerW,Norm,1Fam,2Story,6,1994,1994,Gable,PConc,No,SBrkr,0.0,1.0,3,Gd,Typ,0,Attchd,2.0,498.0,Y,0,,2007,201116.10786749094
180,60,RL,,13863,AllPub,NWAmes,Norm,1Fam,2Story,7,1977,1992,Hip,PConc,No,SBrkr,0.0,0.0,4,Gd,Typ,2,Attchd,2.0,547.0,Y,0,,2009,239672.9861063923
181,180,RM,43.0,3764,AllPub,Edwards,Norm,TwnhsE,SFoyer,6,2005,2006,Gable,PConc,Gd,SBrkr,1.0,0.0,2,TA,Typ,0,Basment,2.0,552.0,Y,0,,2006,135728.1172114533
182,60,RL,82.0,11091,AllPub,NoRidge,Norm,1Fam,2Story,8,1998,1999,Gable,PConc,No,SBrkr,1.0,0.0,4,Gd,Typ,1,Attchd,3.0,785.0,Y,0,,2007,328541.41188897594
183,60,RL,69.0,11428,AllPub,NWAmes,Norm,1Fam,2Story,7,1979,1979,Hip,CBlock,No,SBrkr,1.0,0.0,4,Gd,Typ,1,Attchd,2.0,508.0,Y,0,,2007,197409.13001426824
184,30,RL,63.0,8339,AllPub,Edwards,Norm,1Fam,1Story,5,1935,1950,Gable,Slab,,SBrkr,0.0,0.0,2,TA,Typ,1,Detchd,1.0,287.0,Y,0,,2006,99628.19507481858
185,120,RM,,4527,AllPub,CollgCr,Norm,TwnhsE,1Story,6,2004,2004,Gable,PConc,Gd,SBrkr,1.0,0.0,1,Gd,Typ,1,Attchd,2.0,447.0,Y,0,,2008,144549.2342295981
186,85,RL,,9190,AllPub,Mitchel,Norm,1Fam,SFoyer,5,1978,1978,Gable,PConc,Av,SBrkr,1.0,0.0,1,Gd,Typ,1,Attchd,2.0,629.0,Y,0,,2009,165567.28854581452
187,60,RL,98.0,11149,AllPub,Edwards,Norm,1Fam,2Story,7,2003,2005,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,BuiltIn,2.0,529.0,Y,0,,2006,225046.9955021135
188,20,RL,98.0,14204,AllPub,Crawfor,Norm,1Fam,1Story,6,1956,2004,Gable,PConc,No,SBrkr,0.0,0.0,2,Ex,Typ,1,Attchd,2.0,497.0,Y,0,,2006,230109.50861363235
189,50,RL,73.0,7893,AllPub,SWISU,Norm,1Fam,1.5Fin,4,1928,1950,Gable,BrkTil,No,SBrkr,1.0,0.0,4,Gd,Min2,2,Detchd,2.0,603.0,Y,0,MnPrv,2009,135355.84446899703
190,60,RL,,14400,AllPub,NWAmes,Norm,1Fam,2Story,8,1996,1996,Gable,PConc,No,SBrkr,1.0,0.0,4,Gd,Typ,1,Attchd,3.0,814.0,Y,0,GdPrv,2008,287412.8184260308
191,60,RL,101.0,10350,AllPub,Gilbert,Norm,1Fam,2Story,6,2000,2000,Gable,PConc,No,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,2.0,478.0,Y,0,,2008,186507.24082353886
192,85,RM,94.0,5249,AllPub,IDOTRR,Norm,1Fam,SFoyer,4,1923,1950,Hip,PConc,Av,SBrkr,1.0,0.0,1,Gd,Min2,0,,0.0,27.0,N,0,,2009,90054.9556896424
193,50,RM,68.0,8609,AllPub,OldTown,Norm,1Fam,1.5Fin,6,1916,1950,Gable,BrkTil,No,SBrkr,0.0,0.0,5,Gd,Typ,1,Detchd,1.0,243.0,Y,0,GdWo,2007,136119.58859112428
194,90,RL,78.0,7789,AllPub,Mitchel,Norm,Duplex,2Story,5,1985,1986,Gable,PConc,No,SBrkr,0.0,0.0,4,TA,Typ,0,Attchd,2.0,643.0,Y,0,,2010,152047.39715478232
195,50,RL,68.0,10889,AllPub,NAmes,Norm,1Fam,1.5Fin,4,1949,1996,Gable,CBlock,No,FuseF,0.0,0.0,4,TA,Typ,0,Detchd,1.0,411.0,Y,0,,2009,129109.09962740362
196,20,RL,67.0,10682,AllPub,NoRidge,Norm,1Fam,1Story,7,1996,1996,Hip,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,2.0,554.0,Y,0,,2010,260618.14386558003
197,30,RM,64.0,9049,AllPub,OldTown,Norm,1Fam,1Story,5,1927,1950,Gable,CBlock,No,FuseA,0.0,0.0,2,TA,Typ,1,Detchd,2.0,387.0,Y,0,,2010,115015.73950996409
198,20,RL,86.0,10269,AllPub,NAmes,Norm,1Fam,1Story,5,1968,1968,Gable,CBlock,No,SBrkr,0.0,1.0,3,TA,Typ,1,Attchd,2.0,399.0,Y,0,GdWo,2008,133016.00090549642
199,80,RL,101.0,10179,AllPub,NAmes,Norm,1Fam,SLvl,7,1963,1999,Gable,CBlock,Av,SBrkr,0.0,1.0,4,TA,Typ,2,BuiltIn,1.0,303.0,Y,0,MnPrv,2007,178659.13729434626
200,70,RM,68.0,10529,AllPub,OldTown,Norm,1Fam,2Story,5,1904,2002,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Detchd,2.0,713.0,P,0,,2008,157510.8269207051
201,20,RL,130.0,12012,AllPub,CollgCr,Norm,1Fam,1Story,9,2007,2007,Gable,PConc,No,SBrkr,0.0,0.0,2,Ex,Typ,0,Attchd,2.0,729.0,Y,0,,2009,239006.65484678227
202,60,RL,,13435,AllPub,NoRidge,Norm,1Fam,2Story,7,1992,2000,Gable,PConc,No,SBrkr,1.0,0.0,4,Gd,Typ,1,Attchd,2.0,617.0,Y,0,,2006,268007.9546971336
203,70,RL,94.0,22509,AllPub,Crawfor,Norm,1Fam,2Story,6,1918,1950,Hip,BrkTil,No,FuseA,1.0,0.0,4,TA,Typ,1,Detchd,3.0,891.0,N,0,,2007,239079.02118491378
204,20,RL,87.0,14552,AllPub,Timber,Norm,1Fam,1Story,9,2008,2008,Gable,PConc,Gd,SBrkr,1.0,0.0,3,Ex,Typ,0,Attchd,3.0,912.0,Y,0,,2009,290586.45290729444
205,190,C (all),58.0,9089,AllPub,IDOTRR,Norm,2fmCon,1.5Fin,5,1951,1951,Gable,CBlock,Mn,SBrkr,0.0,0.0,4,TA,Min2,0,,0.0,27.0,Y,0,,2006,77928.05543389007
206,80,RL,,14204,AllPub,NWAmes,Norm,1Fam,SLvl,7,1980,1980,Gable,CBlock,Av,SBrkr,1.0,0.0,3,TA,Typ,2,Attchd,2.0,615.0,Y,0,,2009,187655.16514348116
207,20,C (all),73.0,6654,AllPub,IDOTRR,Norm,1Fam,1Story,4,1957,1980,Gable,CBlock,No,FuseA,1.0,0.0,3,TA,Typ,0,Detchd,2.0,747.0,Y,0,,2007,102531.44721040013
208,60,RL,73.0,10326,AllPub,Gilbert,Norm,1Fam,2Story,7,2006,2006,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,2.0,467.0,Y,0,,2006,174882.38513297754
209,20,RL,118.0,14315,AllPub,NridgHt,Norm,1Fam,1Story,8,2006,2006,Hip,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,3.0,922.0,Y,0,,2007,395199.10625695676
210,20,RL,78.0,8899,AllPub,CollgCr,Norm,1Fam,1Story,7,2003,2003,Gable,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,2.0,572.0,Y,0,,2006,198935.46262320306
211,20,RL,68.0,7289,AllPub,CollgCr,Norm,1Fam,1Story,5,1972,2000,Gable,CBlock,No,SBrkr,1.0,0.0,3,Ex,Typ,0,Detchd,2.0,603.0,Y,0,,2007,129761.432249613
212,20,RL,,13373,AllPub,Sawyer,Norm,1Fam,1Story,5,1954,1954,Gable,PConc,Mn,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,1.0,381.0,Y,0,GdPrv,2008,165195.79864104363
213,20,RL,79.0,9276,AllPub,Mitchel,Norm,1Fam,1Story,6,1983,1983,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,0,Attchd,2.0,511.0,Y,0,,2007,134017.52914277453
214,20,RL,91.0,13472,AllPub,Mitchel,Norm,1Fam,1Story,5,1969,2000,Hip,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,531.0,Y,0,,2009,152502.35021685783
215,90,RL,84.0,9571,AllPub,NAmes,Norm,Duplex,1Story,5,1958,1958,Hip,PConc,No,SBrkr,0.0,0.0,4,TA,Typ,0,Detchd,2.0,522.0,Y,0,,2009,141062.01721365596
216,160,RM,32.0,2249,AllPub,BrDale,Norm,TwnhsE,2Story,5,1973,1973,Gable,CBlock,No,SBrkr,0.0,0.0,3,Gd,Min1,1,Attchd,2.0,467.0,Y,0,,2006,120183.35003014722
217,20,RL,101.0,10570,AllPub,CollgCr,Norm,1Fam,1Story,8,2006,2007,Hip,PConc,Av,SBrkr,0.0,0.0,3,Gd,Typ,0,Attchd,3.0,921.0,Y,0,,2007,283956.1252614756
218,20,RL,,17288,AllPub,NAmes,Norm,1Fam,1Story,4,1961,1961,Gable,BrkTil,No,SBrkr,0.0,0.0,2,TA,Typ,0,Basment,1.0,297.0,Y,0,GdWo,2007,123428.32570828381
219,60,RL,89.0,10619,AllPub,NWAmes,Norm,1Fam,2Story,7,1978,1978,Gable,CBlock,No,SBrkr,0.0,0.0,4,TA,Typ,1,Attchd,2.0,509.0,Y,0,GdPrv,2006,174180.39111593374
220,60,RL,96.0,11223,AllPub,NoRidge,Norm,1Fam,2Story,8,1992,1993,Gable,PConc,No,SBrkr,1.0,0.0,4,Gd,Typ,1,Attchd,3.0,740.0,Y,0,,2010,285482.3475174629
221,20,RL,115.0,11451,AllPub,NridgHt,Norm,1Fam,1Story,8,2004,2005,Gable,PConc,Mn,SBrkr,1.0,0.0,3,Gd,Typ,1,Attchd,3.0,889.0,Y,0,,2009,280011.69636667
222,50,RM,71.0,4436,AllPub,OldTown,Norm,1Fam,1.5Fin,6,1910,1950,Gambrel,BrkTil,No,SBrkr,0.0,0.0,3,TA,Typ,0,Detchd,1.0,255.0,N,0,,2008,122480.13544976094
223,50,RL,83.0,9614,AllPub,Edwards,Norm,1Fam,1.5Fin,6,1954,1972,Gable,CBlock,No,SBrkr,0.0,0.0,4,TA,Typ,0,Attchd,1.0,352.0,Y,0,,2006,136901.9497602528
224,160,RL,,5151,AllPub,StoneBr,Norm,TwnhsE,2Story,7,1984,1984,Gable,CBlock,Mn,SBrkr,1.0,0.0,3,Gd,Min1,1,Attchd,2.0,604.0,Y,0,,2007,207626.57811961524
225,20,RL,113.0,15520,AllPub,NridgHt,Norm,1Fam,1Story,10,2008,2008,Hip,PConc,Gd,SBrkr,1.0,0.0,2,Ex,Typ,2,Attchd,3.0,699.0,Y,0,,2009,555399.4913860578
226,60,RL,79.0,8309,AllPub,Gilbert,Norm,1Fam,2Story,7,2000,2001,Gable,PConc,Av,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,458.0,Y,0,,2008,212460.90684758656
227,50,C (all),71.0,4850,AllPub,IDOTRR,Norm,1Fam,1.5Unf,3,1918,1950,Gable,BrkTil,No,FuseP,0.0,0.0,2,Fa,Typ,0,,0.0,27.0,N,0,,2006,54909.71065645989
228,20,RL,,8727,AllPub,Sawyer,Norm,1Fam,1Story,5,1963,1963,Gable,PConc,No,SBrkr,1.0,0.0,2,TA,Typ,0,Detchd,2.0,511.0,Y,0,,2006,122929.2041136691
229,85,RL,,16736,AllPub,Sawyer,Norm,1Fam,SFoyer,5,1975,1981,Gable,CBlock,Gd,SBrkr,1.0,0.0,3,TA,Min2,2,Basment,2.0,638.0,Y,0,,2007,171336.569545361
230,50,RM,60.0,6329,AllPub,BrkSide,Norm,1Fam,1.5Fin,5,1936,1980,Gable,CBlock,No,SBrkr,0.0,0.0,2,TA,Typ,0,Detchd,2.0,651.0,P,0,,2010,120718.36149807867
231,90,RL,,7121,AllPub,NAmes,Norm,Duplex,SFoyer,5,1979,1979,Gable,CBlock,Gd,SBrkr,1.0,0.0,2,TA,Typ,2,Detchd,2.0,627.0,Y,0,,2006,136114.84555570388
232,160,RL,32.0,2397,AllPub,NPkVill,Norm,TwnhsE,2Story,6,1976,1976,Gable,CBlock,No,SBrkr,0.0,0.0,3,TA,Typ,1,Detchd,2.0,467.0,Y,0,,2009,144539.13513269834
233,60,RL,88.0,8089,AllPub,NWAmes,Norm,1Fam,2Story,6,1970,1970,Gable,CBlock,No,SBrkr,1.0,0.0,4,TA,Typ,1,Attchd,2.0,597.0,Y,0,,2007,193611.25623611218
234,60,FV,92.0,10817,AllPub,Somerst,Norm,1Fam,2Story,8,2006,2006,Gable,PConc,Mn,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,3.0,1080.0,Y,0,,2006,266185.45597581216
235,20,RL,79.0,8927,AllPub,NAmes,Norm,1Fam,1Story,5,1957,1982,Gable,BrkTil,,SBrkr,0.0,0.0,4,TA,Maj2,1,Attchd,1.0,328.0,Y,0,,2008,105888.33927155746
236,20,RL,100.0,10662,AllPub,NAmes,Norm,1Fam,1Story,6,1961,1961,Hip,CBlock,No,SBrkr,1.0,0.0,3,TA,Typ,1,Attchd,2.0,557.0,Y,0,GdPrv,2009,186541.22478767615
237,20,RL,86.0,9406,AllPub,CollgCr,Norm,1Fam,1Story,6,2006,2006,Gable,PConc,No,SBrkr,0.0,0.0,3,Gd,Typ,1,Attchd,2.0,467.0,Y,0,,2007,176596.08023291858
238,20,RL,106.0,12793,AllPub,NridgHt,Norm,1Fam,1Story,8,2007,2007,Hip,PConc,No,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,3.0,932.0,Y,0,,2008,276719.9767378966
239,20,RL,72.0,6851,AllPub,CollgCr,Norm,1Fam,1Story,7,2007,2007,Gable,PConc,No,SBrkr,1.0,0.0,2,Gd,Typ,0,Attchd,2.0,655.0,Y,0,,2007,195453.25571130496
240,60,RL,108.0,10928,AllPub,Gilbert,Norm,1Fam,2Story,6,1997,1998,Gable,PConc,No,SBrkr,0.0,0.0,3,TA,Typ,1,Attchd,2.0,497.0,Y,0,,2008,181178.50291038374
241,20,RL,99.0,14234,AllPub,NWAmes,Norm,1Fam,1Story,7,1984,1998,Gable,CBlock,Mn,SBrkr,1.0,0.0,3,Gd,Typ,0,Attchd,2.0,467.0,Y,0,,2006,202701.1684866664
